EmployeeID,Department,Formation,Duree_jours,Date,Cout_USD
EMP-0440,r&d,Communication,5,08/03/2023,1 000
EMP-0440,R&D,Leadership & Management,1,10-08-2022,750.00
EMP-0441,R&D,Technical Skills,5,01/11/2023,750
EMP-0441,R&D,Customer Relations,1,26/03/2023,$1500
EMP-0446,SALES,HR Policies,5,22/06/2020,500
EMP-0447,R&D,Technical Skills,5,2022/06/07,$1000
EMP-0448,R&D,HR Policies,3,11-24-2023,500
EMP-0448,r&d,Project Management,5,2022/10/21,750
EMP-0449,sales,Data Analysis,5,16/01/2023,500
EMP-0449,Sales,Customer Relations,2,30/05/2020,$750
EMP-0449,Sales,Onboarding,5,03/09/2023,1 000
EMP-0450,R&D,Project Management,1,2020/01/03,$500
EMP-0450,R&D,Customer Relations,3,2022/07/25,200
EMP-0451,RandD,Customer Relations,3,2021/01/02,500.00
EMP-0451,R&D,Technical Skills,2,2020/04/13,$350
EMP-0452,r&d,Data Analysis,3,2021/08/28,$750
EMP-0453,Sales,HR Policies,5,12-09-2021,1000.00
EMP-0453,sales,Leadership & Management,2,04/02/2023,350
EMP-0453,sales,Project Management,5,24/08/2020,350
EMP-0454,r&d,Technical Skills,3,2022/04/01,750
EMP-0454,R&D,Security & Compliance,1,05-03-2023,750
EMP-0454,R&D,HR Policies,3,31/03/2023,$1500
EMP-0455,R&D,Data Analysis,5,01-15-2023,500
EMP-0455,r&d,Excel & Reporting,1,02-12-2021,1 000
EMP-0455,R&D,Excel & Reporting,3,2021/07/18,1 000
EMP-0456,SALES,HR Policies,1,12-20-2021,$350
EMP-0456,Sales,Project Management,1,03-21-2022,1000
EMP-0456,Sales,Customer Relations,2,08/05/2022,$1500
EMP-0460,R&D,Data Analysis,5,03-31-2020,1 500
EMP-0461,r&d,Technical Skills,5,02-19-2022,750
EMP-0462,R&D,Customer Relations,3,06/07/2020,500
EMP-0463,sales,Data Analysis,1,2021/01/26,200
EMP-0463,sales,Excel & Reporting,2,2020/02/24,350.00
EMP-0464,r&d,Excel & Reporting,3,2020/10/07,$200
EMP-0464,r&d,Project Management,2,26/12/2021,200
EMP-0464,r&d,Data Analysis,2,09-15-2023,200.00
EMP-0466,R&D,Project Management,1,2020/03/14,350.00
EMP-0467,SALES,Communication,1,2023/10/17,350.00
EMP-0467,Sales,Data Analysis,1,12-12-2020,$350
EMP-0469,Sales,Leadership & Management,3,2021/07/29,750.00
EMP-0470,HR,Excel & Reporting,1,17/01/2023,$1000
EMP-0470,hr,Onboarding,1,20/04/2023,500.00
EMP-0470,HR,Data Analysis,1,04/03/2021,$500
EMP-0474,R&D,Onboarding,3,08-13-2023,200
EMP-0474,RandD,Customer Relations,3,2020/06/29,500
EMP-0475,Sales,Data Analysis,2,26/03/2020,750.00
EMP-0476,Sales,Project Management,5,2021/07/29,350
EMP-0476,SALES,Technical Skills,5,12/10/2021,750
EMP-0476,Sales,Leadership & Management,2,2020/08/08,500
EMP-0477,RandD,Security & Compliance,1,06-16-2020,500.00
EMP-0481,sales,Leadership & Management,2,2020/05/02,750
EMP-0481,sales,Excel & Reporting,5,2023/02/22,$1000
EMP-0481,SALES,Communication,2,24/08/2020,500
EMP-0482,R&D,Leadership & Management,1,08-23-2020,350
EMP-0482,r&d,Data Analysis,1,12-08-2023,500.00
EMP-0482,r&d,Communication,1,14/12/2020,$200
EMP-0483,RandD,Excel & Reporting,1,02-13-2020,$350
EMP-0483,R&D,Project Management,1,02-17-2023,200
EMP-0483,r&d,HR Policies,2,16/09/2020,350.00
EMP-0485,SALES,Technical Skills,1,27/09/2022,$1500
EMP-0485,SALES,Customer Relations,1,03/05/2023,$1500
EMP-0485,Sales,Data Analysis,2,04-13-2020,350
EMP-0488,Sales,Onboarding,3,08-14-2023,500.00
EMP-0491,RandD,Data Analysis,1,2023/02/22,1000
EMP-0491,RandD,Communication,2,03-07-2023,1 500
EMP-0494,Sales,Onboarding,1,12-02-2020,500
EMP-0495,r&d,Security & Compliance,1,06-30-2023,$200
EMP-0495,r&d,Project Management,1,2020/12/12,$500
EMP-0495,r&d,Technical Skills,1,2020/07/24,1000
EMP-0496,R&D,Data Analysis,2,2022/12/20,$200
EMP-0498,SALES,Excel & Reporting,1,2021/12/29,$500
EMP-0498,,Onboarding,3,21/12/2022,750
EMP-0499,RandD,Customer Relations,2,13/04/2023,350
EMP-0500,SALES,Onboarding,1,01/05/2023,$500
EMP-0502,Sales,Onboarding,2,2022/10/01,500
EMP-0502,sales,Security & Compliance,1,2021/10/06,1 500
EMP-0505,,Customer Relations,3,04-21-2021,$200
EMP-0508,SALES,Leadership & Management,5,06-06-2023,1000.00
EMP-0508,sales,Onboarding,5,2021/07/03,200
EMP-0510,R&D,Security & Compliance,2,07-22-2023,$350
EMP-0511,RandD,Project Management,5,20/04/2023,200.00
EMP-0511,R&D,Data Analysis,2,2023/11/21,1000
EMP-0513,SALES,Customer Relations,5,2020/12/16,350
EMP-0514,r&d,Onboarding,3,09-09-2021,$1500
EMP-0515,RandD,Security & Compliance,2,29/07/2022,750.00
EMP-0515,r&d,Data Analysis,1,27/06/2022,$1000
EMP-0515,R&D,Data Analysis,1,11/09/2023,350
EMP-0517,RandD,HR Policies,5,20/06/2020,1 000
EMP-0517,r&d,Customer Relations,5,2022/06/13,$1500
EMP-0518,R&D,Leadership & Management,3,2022/02/02,1500
EMP-0518,RandD,HR Policies,1,2023/12/28,750.00
EMP-0520,R&D,Customer Relations,3,2021/09/25,750
EMP-0520,R&D,Customer Relations,1,03/01/2021,750
EMP-0521,r&d,Excel & Reporting,3,2023/10/03,750.00
EMP-0521,RandD,Project Management,2,2020/12/18,1000.00
EMP-0523,Sales,Technical Skills,3,07-25-2022,500
EMP-0523,sales,Customer Relations,5,05-11-2023,500
EMP-0524,RandD,Leadership & Management,5,03-20-2021,$500
EMP-0524,R&D,HR Policies,1,02-08-2020,1500.00
EMP-0524,R&D,Project Management,3,2023/03/15,200.00
EMP-0525,R&D,Leadership & Management,2,07/01/2020,1 000
EMP-0525,RandD,HR Policies,5,02/03/2023,350
EMP-0525,R&D,HR Policies,2,04-27-2021,500.00
EMP-0526,r&d,Project Management,5,07-24-2020,1 000
EMP-0529,r&d,Data Analysis,3,2023/01/27,1000
EMP-0529,R&D,Excel & Reporting,2,01/02/2021,350.00
EMP-0529,R&D,Onboarding,1,25/11/2022,750
EMP-0530,R&D,Communication,3,2022/05/03,350.00
EMP-0531,RandD,Project Management,3,12-07-2023,$350
EMP-0532,SALES,Leadership & Management,5,2022/04/06,500
EMP-0533,SALES,Technical Skills,2,15/12/2022,350.00
EMP-0534,Sales,HR Policies,2,05/09/2021,350
EMP-0534,Sales,Security & Compliance,2,19/03/2022,200
,RandD,Leadership & Management,1,02-10-2021,200
EMP-0536,r&d,Excel & Reporting,2,2021/02/08,200
EMP-0536,r&d,Data Analysis,2,30/10/2023,350
EMP-0538,R&D,Security & Compliance,1,10-10-2021,750
EMP-0538,R&D,Project Management,2,2022/10/30,$1000
EMP-0538,r&d,Customer Relations,1,2021/04/20,500
EMP-0543,RandD,Leadership & Management,2,11-14-2021,200.00
EMP-0543,r&d,Project Management,5,08-29-2021,$1500
EMP-0544,r&d,Project Management,1,02-07-2020,1 000
EMP-0544,r&d,Data Analysis,1,15/09/2021,350
EMP-0544,R&D,Excel & Reporting,3,05-22-2020,200
EMP-0546,r&d,HR Policies,2,21/10/2021,$200
EMP-0547,r&d,Technical Skills,1,2022/05/14,350
EMP-0547,RandD,Project Management,5,05-17-2023,1 500
EMP-0548,R&D,Project Management,5,2022/12/30,$1000
EMP-0548,r&d,Project Management,1,13/04/2022,1 000
EMP-0549,r&d,Customer Relations,2,06-10-2021,$750
EMP-0549,R&D,Project Management,1,2020/05/22,750
EMP-0551,r&d,Security & Compliance,2,2021/01/13,$500
EMP-0554,Sales,Onboarding,2,12-09-2023,$200
EMP-0555,Sales,Security & Compliance,1,02-05-2023,1 500
EMP-0556,R&D,Onboarding,2,2021/07/11,200.00
EMP-0556,r&d,Customer Relations,2,2023/12/01,$200
EMP-0558,Sales,Customer Relations,1,2023/03/30,$200
EMP-0560,r&d,Communication,3,07-17-2022,500.00
EMP-0564,R&D,Security & Compliance,2,2023/08/08,1500.00
EMP-0564,R&D,HR Policies,3,2023/10/20,350.00
EMP-0565,r&d,Excel & Reporting,1,13/01/2022,$350
EMP-0566,hr,Leadership & Management,1,09-08-2021,$350
EMP-0566,HR,Security & Compliance,2,2022/05/16,500
EMP-0567,SALES,Security & Compliance,1,04-20-2022,$500
EMP-0567,Sales,Customer Relations,5,2022/04/29,750.00
EMP-0567,Sales,Technical Skills,1,2022/11/14,200.00
EMP-0568,sales,Onboarding,2,2020/10/02,200
EMP-0568,sales,Data Analysis,1,20/03/2021,$200
EMP-0568,SALES,HR Policies,1,2023/12/31,750.00
EMP-0569,R&D,Onboarding,2,10-01-2020,350.00
EMP-0571,R&D,Communication,3,2023/03/09,$1000
EMP-0571,r&d,Excel & Reporting,2,2021/08/19,500.00
EMP-0571,R&D,Security & Compliance,3,11-07-2023,200
EMP-0573,sales,Security & Compliance,2,02/06/2020,$500
EMP-0573,Sales,Onboarding,1,2020/11/27,350
EMP-0573,Sales,Excel & Reporting,5,2023/04/18,$200
EMP-0574,RandD,Project Management,1,2020/01/16,350
EMP-0574,R&D,Excel & Reporting,2,2023/10/14,500.00
EMP-0574,,Onboarding,5,04-28-2022,$200
EMP-0575,R&D,Communication,1,22/02/2023,$500
EMP-0575,RandD,Onboarding,5,18/12/2023,750
EMP-0575,R&D,HR Policies,2,10-14-2023,200.00
EMP-0577,RandD,Data Analysis,1,06/10/2022,1000.00
EMP-0577,RandD,Security & Compliance,3,30/05/2023,350
EMP-0577,R&D,Customer Relations,2,2020/01/12,750
EMP-0579,r&d,HR Policies,3,06-29-2020,750
EMP-0580,Sales,HR Policies,1,24/12/2023,1500
EMP-0580,sales,HR Policies,1,04-23-2022,350
EMP-0580,,HR Policies,1,07-26-2022,200
EMP-0584,R&D,Technical Skills,3,2020/03/24,500
EMP-0587,r&d,Project Management,2,08-24-2020,$1000
EMP-0587,R&D,Data Analysis,2,08/07/2023,500
EMP-0590,HR,Project Management,2,2021/09/10,750
EMP-0590,hr,Onboarding,1,02-15-2021,350
EMP-0591,R&D,Project Management,3,30/07/2023,$750
EMP-0592,sales,Excel & Reporting,5,08/11/2021,1000
EMP-0595,,Customer Relations,5,02/01/2020,750
EMP-0595,Sales,Leadership & Management,2,06-15-2023,750.00
EMP-0595,Sales,Onboarding,1,11-15-2022,500.00
EMP-0597,Sales,Customer Relations,3,11-08-2020,1500.00
EMP-0599,sales,Technical Skills,3,2023/05/05,1000.00
EMP-0599,Sales,Onboarding,1,03-05-2022,350.00
EMP-0599,sales,Customer Relations,2,2023/06/24,500
EMP-0601,r&d,Security & Compliance,1,2023/01/10,750
EMP-0601,r&d,Security & Compliance,5,2020/02/25,1000.00
EMP-0602,R&D,HR Policies,3,13/07/2020,$1000
EMP-0604,Sales,Customer Relations,3,25/06/2022,$1000
EMP-0605,,Security & Compliance,5,03-27-2020,350
EMP-0605,R&D,HR Policies,5,07/11/2023,200.00
EMP-0606,Sales,HR Policies,5,14/01/2021,750
EMP-0606,Sales,Security & Compliance,3,2023/09/09,1500.00
EMP-0608,HR,Communication,5,2021/09/24,750.00
EMP-0611,RandD,Leadership & Management,2,2023/01/14,750
EMP-0611,R&D,HR Policies,5,14/12/2021,1500.00
EMP-0611,r&d,Project Management,1,2023/04/18,200
EMP-0612,r&d,HR Policies,2,2021/10/20,350
EMP-0612,R&D,Data Analysis,5,10-10-2023,1500.00
EMP-0613,Sales,Security & Compliance,3,2021/10/19,$1000
EMP-0615,sales,Project Management,5,2020/05/10,200.00
EMP-0615,Sales,Excel & Reporting,3,2022/10/08,750
EMP-0620,sales,Project Management,2,2023/10/30,350.00
EMP-0620,sales,Project Management,1,18/03/2022,500.00
EMP-0621,Sales,Project Management,3,2021/05/30,500
EMP-0621,Sales,Security & Compliance,5,2022/06/16,$200
EMP-0621,sales,Security & Compliance,3,01-28-2022,200
EMP-0622,RandD,Onboarding,2,01-22-2022,750.00
EMP-0622,R&D,HR Policies,2,2023/11/16,1500
EMP-0623,r&d,Leadership & Management,1,2020/09/27,200.00
EMP-0623,R&D,Project Management,2,2020/03/28,1500
EMP-0624,R&D,Data Analysis,2,2022/03/03,1500.00
EMP-0625,Sales,Security & Compliance,5,09-12-2020,200
EMP-0625,Sales,Project Management,1,2022/01/01,$200
EMP-0626,SALES,Leadership & Management,1,2020/07/23,750
EMP-0631,sales,Security & Compliance,2,2021/08/25,1000
EMP-0631,sales,Onboarding,1,08/11/2022,1 500
EMP-0631,Sales,Excel & Reporting,2,2020/06/08,750
EMP-0632,Sales,Technical Skills,5,20/12/2022,200
EMP-0638,r&d,Data Analysis,1,06-19-2022,200.00
EMP-0639,R&D,Leadership & Management,1,2022/05/11,$750
EMP-0639,r&d,Excel & Reporting,3,2023/08/17,1500.00
EMP-0641,Sales,Onboarding,1,2022/06/20,350
EMP-0641,sales,Data Analysis,3,2022/09/09,200
EMP-0643,R&D,Communication,5,2021/03/10,$1000
EMP-0644,,Security & Compliance,2,19/03/2021,$200
EMP-0649,R&D,Onboarding,5,12-27-2023,750.00
EMP-0650,SALES,Onboarding,5,10-01-2020,$500
EMP-0650,Sales,Leadership & Management,1,21/02/2020,500.00
EMP-0652,RandD,HR Policies,3,23/12/2020,1500.00
EMP-0652,RandD,Customer Relations,1,2021/11/06,1500
EMP-0652,R&D,HR Policies,3,02-02-2023,1 000
EMP-0653,SALES,Communication,5,01/10/2023,$750
EMP-0653,SALES,Security & Compliance,1,05-26-2020,$350
EMP-0653,Sales,Project Management,5,2023/12/29,$750
EMP-0656,sales,Onboarding,2,26/12/2022,750
EMP-0656,Sales,Onboarding,1,2021/06/25,500
EMP-0657,r&d,Technical Skills,2,2021/10/01,$350
EMP-0657,R&D,Excel & Reporting,3,02-20-2020,750
EMP-0659,r&d,Excel & Reporting,5,11-01-2022,350.00
EMP-0664,R&D,HR Policies,2,05/12/2021,350
EMP-0664,R&D,Leadership & Management,1,10-26-2020,1500
EMP-0664,R&D,Communication,5,2022/12/20,750
EMP-0665,HR,Onboarding,5,09-12-2022,$1500
EMP-0666,SALES,Data Analysis,5,09/03/2020,1500.00
EMP-0666,,Leadership & Management,5,2021/08/07,$1500
EMP-0666,SALES,Communication,1,22/09/2020,200
EMP-0667,sales,Onboarding,3,11/01/2020,1000.00
EMP-0669,Sales,Security & Compliance,3,26/06/2022,1 000
EMP-0669,SALES,HR Policies,3,08/07/2020,500
EMP-0671,RandD,Data Analysis,2,08-28-2020,750
EMP-0671,RandD,Project Management,1,11-20-2023,350.00
EMP-0675,R&D,Customer Relations,2,29/01/2021,500
EMP-0677,SALES,Communication,5,06-08-2020,$1500
EMP-0679,r&d,HR Policies,1,27/01/2020,200.00
EMP-0680,RandD,Communication,2,06/06/2022,350.00
EMP-0680,r&d,Leadership & Management,3,22/10/2023,500.00
EMP-0682,Sales,Onboarding,5,2022/11/11,$350
EMP-0683,R&D,Project Management,5,2021/01/11,500
EMP-0683,r&d,Excel & Reporting,N/A,03-21-2023,350
EMP-0683,R&D,Security & Compliance,2,15/01/2022,500
EMP-0684,SALES,Onboarding,3,10/06/2023,1000
EMP-0684,Sales,Security & Compliance,2,2023/08/11,200.00
EMP-0684,SALES,Technical Skills,5,2022/06/07,750
EMP-0686,R&D,Security & Compliance,2,29/08/2020,500
EMP-0686,R&D,Data Analysis,1,12-17-2023,$350
EMP-0690,Sales,Onboarding,1,06-03-2022,200
EMP-0691,r&d,Excel & Reporting,1,03-24-2022,1000
EMP-0691,r&d,Onboarding,3,2021/07/19,1500.00
EMP-0698,HR,Project Management,2,2021/04/05,1 000
EMP-0699,R&D,Project Management,1,27/12/2020,500
EMP-0700,R&D,Leadership & Management,1,2021/08/30,500.00
EMP-0701,R&D,HR Policies,3,2020/12/19,1000.00
EMP-0701,r&d,Customer Relations,3,2023/09/26,1000.00
EMP-0701,RandD,Onboarding,2,09-09-2021,1000.00
EMP-0702,RandD,Excel & Reporting,2,2020/04/05,1500
EMP-0702,r&d,Project Management,1,02-28-2022,$1000
EMP-0704,R&D,Leadership & Management,5,27/04/2021,$350
EMP-0704,R&D,Customer Relations,3,2022/09/19,$750
EMP-0704,R&D,Leadership & Management,2,2020/09/03,$500
EMP-0707,SALES,Leadership & Management,1,12-14-2022,750
EMP-0707,Sales,Excel & Reporting,2,03/09/2020,1500
EMP-0707,SALES,Project Management,5,01-17-2021,$200
EMP-0709,Sales,Project Management,5,05-18-2021,200
EMP-0712,sales,HR Policies,1,04-07-2020,1000
EMP-0712,Sales,Onboarding,3,2021/04/15,750
EMP-0714,Sales,Leadership & Management,5,02/07/2022,350
EMP-0715,RandD,Security & Compliance,3,2021/04/20,1000.00
EMP-0715,R&D,Security & Compliance,1,11-20-2022,$750
,RandD,Customer Relations,5,24/05/2023,1000
EMP-0717,R&D,Security & Compliance,2,2023/03/02,1 500
EMP-0717,R&D,Leadership & Management,3,12-20-2020,$500
,r&d,Customer Relations,1,12-05-2023,$1500
EMP-0720,sales,Data Analysis,3,2021/03/25,200.00
EMP-0720,Sales,Customer Relations,1,29/12/2020,500
EMP-0721,R&D,Communication,3,2021/06/21,$350
EMP-0722,sales,Customer Relations,5,08-12-2020,500
EMP-0722,Sales,Customer Relations,3,2021/07/18,200
EMP-0723,SALES,Communication,5,06/03/2023,350.00
EMP-0724,R&D,Communication,5,12-13-2022,350
EMP-0724,R&D,Customer Relations,5,2023/09/14,350
EMP-0724,R&D,Communication,1,2020/01/25,500.00
EMP-0725,RandD,Customer Relations,1,12-27-2022,500
EMP-0727,r&d,Project Management,1,2022/07/13,350
EMP-0728,Sales,Onboarding,2,2022/11/01,350.00
EMP-0728,SALES,Excel & Reporting,1,2022/03/28,$350
EMP-0728,sales,HR Policies,2,05/02/2021,350
EMP-0729,Sales,Data Analysis,5,01-24-2022,$1500
EMP-0730,r&d,Security & Compliance,2,06/03/2020,500
EMP-0730,RandD,Project Management,5,2021/02/16,500
EMP-0730,r&d,Technical Skills,2,08-16-2022,350
EMP-0731,HR,Data Analysis,3,2020/07/07,1 000
EMP-0732,Sales,Project Management,1,04/06/2021,200
EMP-0732,SALES,Communication,3,07/04/2021,500
EMP-0732,sales,Security & Compliance,2,2023/10/13,350
EMP-0733,R&D,Excel & Reporting,5,2020/10/06,750
EMP-0734,hr,HR Policies,5,09-16-2020,500.00
EMP-0734,HR,Excel & Reporting,5,09-26-2022,1500
EMP-0734,hr,Communication,3,2023/09/12,$1000
EMP-0738,Sales,Excel & Reporting,2,09-10-2020,500
EMP-0742,R&D,Technical Skills,1,09-05-2020,500
EMP-0743,R&D,HR Policies,3,2020/07/19,200
EMP-0743,r&d,Project Management,1,01/12/2020,1000
EMP-0744,RandD,Project Management,1,26/09/2022,1000
EMP-0744,r&d,Project Management,3,11-18-2020,1500.00
EMP-0744,R&D,Customer Relations,5,07-31-2022,750
EMP-0747,sales,Data Analysis,3,04/03/2023,$350
EMP-0747,Sales,Data Analysis,1,2023/11/21,350
EMP-0747,SALES,Technical Skills,1,10-02-2023,1 000
EMP-0749,Sales,Technical Skills,3,31/08/2023,1500
EMP-0749,sales,Communication,1,08-09-2023,1 000
EMP-0749,SALES,Onboarding,1,30/10/2023,1 500
EMP-0752,R&D,Data Analysis,3,04-27-2022,200
EMP-0752,R&D,HR Policies,3,26/01/2023,500
EMP-0752,R&D,HR Policies,1,03-01-2023,1000
EMP-0757,R&D,Project Management,3,24/12/2022,$200
EMP-0757,R&D,Communication,5,16/08/2023,1500.00
EMP-0757,R&D,Excel & Reporting,5,12-12-2023,750
EMP-0758,r&d,Project Management,2,01-19-2023,350.00
EMP-0758,RandD,Onboarding,1,2020/02/08,1 000
EMP-0760,HR,HR Policies,1,2022/11/08,200
EMP-0760,HR,HR Policies,5,2023/07/21,500
EMP-0760,HR,Leadership & Management,3,13/05/2020,1000
EMP-0763,r&d,Project Management,1,2022/08/31,1 000
EMP-0764,RandD,Leadership & Management,2,2021/05/06,1500
EMP-0766,SALES,Onboarding,1,2023/02/16,200
EMP-0769,R&D,Technical Skills,3,13/01/2021,350
EMP-0773,R&D,Technical Skills,1,10/05/2020,500
EMP-0773,RandD,Data Analysis,1,16/09/2023,500.00
EMP-0775,R&D,Communication,3,07-29-2021,1000.00
EMP-0775,RandD,Onboarding,2,2023/08/04,$1000
EMP-0775,R&D,Technical Skills,2,27/12/2023,1500
EMP-0780,r&d,Data Analysis,3,2020/06/24,350
EMP-0780,R&D,Data Analysis,1,13/12/2023,750
EMP-0781,sales,Security & Compliance,5,17/10/2020,500
,sales,Data Analysis,3,03-26-2023,1000.00
EMP-0783,Sales,Leadership & Management,3,11/05/2020,750
EMP-0783,Sales,Excel & Reporting,3,2021/12/05,1000
EMP-0783,Sales,Security & Compliance,1,10-20-2020,350.00
EMP-0784,R&D,Communication,3,03-24-2021,200
EMP-0784,R&D,HR Policies,3,04/08/2023,500
EMP-0784,RandD,Project Management,2,21/07/2021,750
EMP-0785,Sales,Data Analysis,1,2020/11/21,$200
EMP-0785,,Security & Compliance,2,2022/05/04,500.00
EMP-0785,Sales,Onboarding,3,02-23-2022,500
EMP-0786,Sales,Excel & Reporting,5,02-16-2023,750.00
EMP-0786,sales,Project Management,5,2020/07/11,1500.00
EMP-0786,Sales,Excel & Reporting,1,18/03/2022,500
EMP-0787,R&D,Excel & Reporting,2,2020/04/27,750.00
EMP-0787,R&D,Technical Skills,3,2023/05/24,200
EMP-0789,Sales,Security & Compliance,5,08-30-2020,200.00
EMP-0789,Sales,Technical Skills,3,01-22-2022,1500
EMP-0789,Sales,Onboarding,5,2021/02/12,750.00
EMP-0791,RandD,Communication,3,12-07-2021,1 000
EMP-0791,r&d,Customer Relations,1,2023/03/16,1 000
EMP-0793,R&D,Leadership & Management,2,13/12/2021,750
EMP-0793,r&d,Leadership & Management,3,05-22-2021,1500
EMP-0793,RandD,Project Management,1,12-13-2023,500.00
EMP-0797,R&D,HR Policies,5,22/11/2020,$1000
EMP-0799,RandD,Data Analysis,2,2021/10/25,350.00
EMP-0799,RandD,HR Policies,5,11/11/2023,$1500
EMP-0799,R&D,Project Management,1,10/04/2022,$350
EMP-0800,sales,Technical Skills,5,09-28-2023,$200
EMP-0800,Sales,Project Management,2,10-28-2022,200
EMP-0802,R&D,Security & Compliance,2,05-11-2022,$1500
EMP-0803,RandD,Customer Relations,1,20/05/2022,350.00
EMP-0803,R&D,Onboarding,1,16/04/2023,1000
EMP-0803,r&d,Technical Skills,1,2021/11/04,500
EMP-0804,R&D,Data Analysis,3,04-12-2022,$1500
EMP-0804,r&d,Communication,5,07-20-2021,750.00
EMP-0804,r&d,Technical Skills,3,2021/04/28,1000
EMP-0805,,Leadership & Management,2,2023/11/05,200
,sales,Project Management,1,02/02/2022,350
EMP-0806,R&D,Customer Relations,5,11-20-2020,$500
EMP-0806,RandD,Data Analysis,5,19/03/2023,1 000
EMP-0806,RandD,Security & Compliance,5,20/02/2023,500.00
EMP-0807,R&D,Customer Relations,5,09/07/2020,500
EMP-0809,,Technical Skills,3,2023/12/05,350
,R&D,Technical Skills,3,2021/05/10,350.00
EMP-0813,r&d,Excel & Reporting,2,12/05/2023,350.00
EMP-0813,RandD,Communication,2,10/06/2021,1500.00
EMP-0816,R&D,Customer Relations,1,01/06/2023,$500
EMP-0816,R&D,Customer Relations,2,29/11/2023,350.00
EMP-0816,RandD,Onboarding,5,2020/01/08,350.00
EMP-0817,RandD,Technical Skills,5,07-30-2023,200.00
EMP-0820,R&D,Technical Skills,5,07-09-2021,$350
EMP-0824,r&d,Communication,1,05-23-2020,200
EMP-0824,RandD,Technical Skills,5,24/02/2023,1 000
EMP-0824,R&D,Onboarding,5,24/02/2023,200
EMP-0826,R&D,Project Management,1,13/07/2021,200
EMP-0826,,Data Analysis,3,26/06/2021,500.00
EMP-0829,HR,Leadership & Management,1,12-30-2022,1 000
EMP-0829,HR,Project Management,3,2022/07/30,1500.00
EMP-0830,r&d,HR Policies,2,11-03-2022,350.00
EMP-0832,R&D,Leadership & Management,1,2020/03/29,500.00
EMP-0832,R&D,Technical Skills,2,26/04/2022,500
EMP-0833,R&D,Onboarding,1,09-20-2023,750.00
EMP-0833,r&d,Data Analysis,5,11-16-2020,$1500
EMP-0833,r&d,Excel & Reporting,1,11/03/2022,500
EMP-0834,R&D,Customer Relations,5,2022/03/12,$1000
EMP-0834,R&D,Data Analysis,1,2022/05/02,200
EMP-0837,RandD,Customer Relations,2,2023/05/07,750
EMP-0840,Sales,Onboarding,1,27/07/2023,1000
EMP-0842,SALES,Data Analysis,2,05-01-2023,1000.00
EMP-0842,sales,Security & Compliance,3,11/02/2023,350
EMP-0842,Sales,Onboarding,3,2023/07/02,200
EMP-0843,r&d,Communication,3,2023/10/27,1 500
EMP-0843,RandD,Onboarding,3,23/01/2023,1000
EMP-0843,r&d,Customer Relations,2,05-26-2020,1000.00
EMP-0844,r&d,Customer Relations,3,2020/01/24,350
EMP-0844,R&D,Data Analysis,2,02-16-2022,$1500
EMP-0845,R&D,Data Analysis,2,2022/12/29,500.00
EMP-0845,R&D,Leadership & Management,2,2021/08/21,750
EMP-0847,HR,Security & Compliance,1,2022/05/04,$350
EMP-0847,HR,Excel & Reporting,1,14/11/2021,1000.00
EMP-0848,r&d,Onboarding,3,2023/09/18,$350
EMP-0848,R&D,Customer Relations,3,07/11/2022,500
EMP-0848,R&D,Onboarding,3,17/05/2022,500.00
EMP-0851,Sales,Communication,1,27/05/2020,$1000
EMP-0854,R&D,Data Analysis,3,06/12/2021,1000.00
EMP-0855,Sales,Security & Compliance,2,30/08/2021,750
EMP-0855,SALES,Data Analysis,2,18/05/2021,$1500
EMP-0856,R&D,Customer Relations,1,2022/03/16,1000
EMP-0856,RandD,Leadership & Management,5,2022/05/13,200
EMP-0857,SALES,Communication,5,2022/10/31,1 500
EMP-0859,Sales,Leadership & Management,2,06/01/2022,$1500
EMP-0861,R&D,Technical Skills,2,12-23-2020,500
EMP-0861,R&D,Communication,1,08-04-2022,1000
EMP-0862,Sales,Technical Skills,2,2020/08/05,350.00
EMP-0862,Sales,Excel & Reporting,5,30/12/2021,$750
EMP-0862,Sales,Excel & Reporting,1,01-04-2021,1000
EMP-0864,Sales,Security & Compliance,2,2020/09/05,1 000
EMP-0867,r&d,Leadership & Management,2,10/01/2020,350.00
EMP-0868,Sales,Security & Compliance,5,07-30-2022,350.00
EMP-0869,HR,Excel & Reporting,1,04-01-2021,500
EMP-0872,R&D,Customer Relations,1,07-12-2023,1 000
EMP-0872,R&D,Leadership & Management,1,20/09/2023,1500.00
EMP-0874,R&D,Project Management,1,27/10/2021,1500
EMP-0874,RandD,Leadership & Management,1,11-10-2021,1 500
EMP-0875,R&D,Leadership & Management,3,08-26-2022,1500.00
EMP-0875,R&D,Data Analysis,2,13/08/2022,200
EMP-0878,HR,Security & Compliance,5,05/09/2023,350
EMP-0878,HR,Onboarding,3,10-19-2023,500
EMP-0878,HR,HR Policies,3,10-13-2021,200
EMP-0879,Sales,Customer Relations,1,06-22-2021,$750
EMP-0879,Sales,Customer Relations,2,10-03-2023,200.00
EMP-0879,sales,Customer Relations,2,07-18-2020,200
EMP-0881,R&D,Data Analysis,3,04-30-2023,1000
EMP-0882,R&D,HR Policies,1,2020/04/28,750
EMP-0885,SALES,Leadership & Management,2,22/07/2023,500
EMP-0885,SALES,Excel & Reporting,5,06-27-2020,1000
EMP-0885,Sales,Onboarding,5,2022/05/07,750.00
EMP-0887,R&D,Customer Relations,5,11/06/2021,1 000
EMP-0887,R&D,Communication,3,08/03/2020,200.00
