EmployeeID,ChangeDate,FromJobTitle,ToJobTitle,SalaryBefore,SalaryAfter,ChangeType,DepartmentCode,Site
200369,06/03/2015,,Regional Director,,60000,Hire,SALES,Milan
200369,30/11/2016,Regional Director,Account Manager,60000,60716,Lateral_Move,SALES,Milan
200369,21/12/2018,Account Manager,Sales Representative,60716,63070,Lateral_Move,SALES,Milan
200369,09/02/2020,Sales Representative,Business Developer,63070,63745,Lateral_Move,SALES,Milan
200370,13/02/2013,,Senior Account Manager,,70080,Hire,SALES,Milan
200370,12/04/2015,Senior Account Manager,Account Manager,70080,82719,Promotion,SALES,Milan
200371,08/03/2014,,Senior Account Manager,,76440,Hire,SALES,Milan
200371,14/05/2015,Senior Account Manager,Sales Representative,76440,80930,Promotion,SALES,Milan
200371,25/02/2017,Sales Representative,Account Manager,80930,81543,Lateral_Move,SALES,Milan
200372,17/04/2014,,Regional Director,,69580,Hire,SALES,Milan
200373,07/03/2015,,Senior Account Manager,,53000,Hire,SALES,Milan
200373,11/03/2016,Senior Account Manager,Sales Representative,53000,61024,Promotion,SALES,Milan
200374,17/08/2013,,Account Manager,,63360,Hire,SALES,Milan
200374,23/08/2015,Account Manager,Sales Representative,63360,60452,Demotion,SALES,Milan
200374,29/10/2016,Sales Representative,Senior Account Manager,60452,57205,Demotion,SALES,Milan
200374,18/03/2018,Senior Account Manager,Regional Director,57205,54039,Demotion,SALES,Milan
200375,18/02/2015,,Account Manager,,55000,Hire,SALES,Milan
200375,28/01/2017,Account Manager,Senior Account Manager,55000,56706,Lateral_Move,SALES,Milan
200375,24/04/2019,Senior Account Manager,Regional Director,56706,67238,Promotion,SALES,Milan
200375,25/12/2021,Regional Director,Sales Representative,67238,77002,Promotion,SALES,Milan
200376,12/02/2012,,Business Developer,,73320,Hire,SALES,Milan
200376,02/03/2014,Business Developer,Senior Account Manager,73320,73119,Lateral_Move,SALES,Milan
200376,27/05/2016,Senior Account Manager,Sales Manager,73119,72794,Lateral_Move,SALES,Milan
200376,23/11/2018,Sales Manager,Senior Account Manager,72794,73167,Lateral_Move,SALES,Milan
200377,05/05/2014,,Sales Representative,,83300,Hire,SALES,Milan
200377,22/07/2015,Sales Representative,Senior Account Manager,83300,83513,Lateral_Move,SALES,Milan
200378,27/05/2012,,Account Manager,,47940,Hire,SALES,Milan
200378,26/11/2014,Account Manager,Sales Manager,47940,62927,Promotion,SALES,Milan
200378,04/03/2017,Sales Manager,Sales Representative,62927,64134,Lateral_Move,SALES,Milan
200378,27/11/2018,Sales Representative,Business Developer,64134,67905,Promotion,SALES,Milan
200379,28/11/2014,,Senior Account Manager,,48020,Hire,SALES,Milan
200379,21/04/2016,Senior Account Manager,Sales Representative,48020,55612,Promotion,SALES,Milan
200379,04/06/2017,Sales Representative,Senior Account Manager,55612,58851,Promotion,SALES,Milan
200380,13/10/2012,,Business Developer,,48880,Hire,SALES,Milan
200380,27/04/2014,Business Developer,Sales Manager,48880,50363,Lateral_Move,SALES,Milan
200381,07/01/2012,,Sales Representative,,70500,Hire,SALES,Milan
200381,11/11/2013,Sales Representative,Business Developer,70500,72150,Lateral_Move,SALES,Milan
200382,21/03/2014,,Account Manager,,53900,Hire,SALES,Milan
200382,05/11/2016,Account Manager,Senior Account Manager,53900,54585,Lateral_Move,SALES,Milan
200382,04/03/2018,Senior Account Manager,Sales Representative,54585,69390,Promotion,SALES,Milan
200382,26/01/2021,Sales Representative,Account Manager,69390,70965,Lateral_Move,SALES,Milan
200383,17/03/2013,,Senior Account Manager,,56640,Hire,SALES,Milan
200383,22/03/2015,Senior Account Manager,Sales Representative,56640,57240,Lateral_Move,SALES,Milan
200383,13/09/2016,Sales Representative,Sales Manager,57240,56825,Lateral_Move,SALES,Milan
200384,25/01/2015,,Business Developer,,53000,Hire,SALES,Milan
200385,31/01/2013,,Sales Manager,,89280,Hire,SALES,Milan
200385,16/02/2015,Sales Manager,Business Developer,89280,92067,Lateral_Move,SALES,Milan
200385,06/10/2016,Business Developer,Regional Director,92067,97698,Promotion,SALES,Milan
200386,14/10/2014,,Business Developer,,76440,Hire,SALES,Milan
200386,13/01/2017,Business Developer,Sales Manager,76440,77753,Lateral_Move,SALES,Milan
200386,27/12/2018,Sales Manager,Regional Director,77753,89104,Promotion,SALES,Milan
200386,21/02/2020,Regional Director,Senior Account Manager,89104,90905,Lateral_Move,SALES,Milan
200387,03/03/2015,,Regional Director,,71000,Hire,SALES,Milan
200387,30/09/2017,Regional Director,Senior Account Manager,71000,70542,Lateral_Move,SALES,Milan
200387,22/04/2019,Senior Account Manager,Business Developer,70542,71756,Lateral_Move,SALES,Milan
200388,17/01/2012,,Regional Director,,59220,Hire,SALES,Milan
200388,26/05/2015,Regional Director,Senior Account Manager,59220,59866,Lateral_Move,SALES,Milan
200388,26/05/2018,Senior Account Manager,Account Manager,59866,73568,Promotion,SALES,Milan
200388,15/11/2021,Account Manager,Business Developer,73568,73679,Lateral_Move,SALES,Milan
200389,22/03/2013,,Sales Manager,,96000,Hire,SALES,Milan
200389,06/11/2014,Sales Manager,Business Developer,96000,95640,Lateral_Move,SALES,Milan
200389,22/09/2016,Business Developer,Regional Director,95640,100000,Promotion,SALES,Milan
200390,19/08/2014,,Sales Representative,,49000,Hire,SALES,Milan
200390,15/06/2016,Sales Representative,Senior Account Manager,49000,63964,Promotion,SALES,Milan
200390,07/03/2019,Senior Account Manager,Sales Manager,63964,65943,Lateral_Move,SALES,Milan
200390,04/10/2021,Sales Manager,Regional Director,65943,61267,Demotion,SALES,Milan
200391,22/02/2015,,Senior Account Manager,,64000,Hire,SALES,Milan
200391,18/02/2017,Senior Account Manager,Regional Director,64000,76365,Promotion,SALES,Milan
200391,25/04/2018,Regional Director,Senior Account Manager,76365,74388,Demotion,SALES,Milan
200392,18/09/2012,,Senior Account Manager,,85540,Hire,SALES,Milan
200392,18/02/2015,Senior Account Manager,Business Developer,85540,87140,Lateral_Move,SALES,Milan
200392,17/07/2016,Business Developer,Sales Manager,87140,100000,Promotion,SALES,Milan
200393,04/01/2013,,Sales Manager,,93120,Hire,SALES,Milan
200393,31/03/2015,Sales Manager,Senior Account Manager,93120,94691,Lateral_Move,SALES,Milan
200393,03/06/2017,Senior Account Manager,Account Manager,94691,94197,Lateral_Move,SALES,Milan
200393,25/09/2018,Account Manager,Sales Manager,94197,96391,Lateral_Move,SALES,Milan
200394,26/10/2014,,Account Manager,,61740,Hire,SALES,Milan
200395,30/05/2014,,Regional Director,,54880,Hire,SALES,Milan
200395,01/06/2015,Regional Director,Sales Representative,54880,56600,Lateral_Move,SALES,Milan
200395,20/06/2016,Sales Representative,Account Manager,56600,57950,Lateral_Move,SALES,Milan
200395,24/04/2018,Account Manager,Regional Director,57950,70054,Promotion,SALES,Milan
200396,15/03/2015,,Business Developer,,45000,Hire,SALES,Milan
200396,28/09/2016,Business Developer,Sales Manager,45000,46159,Lateral_Move,SALES,Milan
200396,29/01/2018,Sales Manager,Account Manager,46159,47157,Lateral_Move,SALES,Milan
200396,04/06/2019,Account Manager,Senior Account Manager,47157,49331,Lateral_Move,SALES,Milan
200397,13/08/2014,,Senior Account Manager,,72520,Hire,SALES,Milan
200397,30/08/2016,Senior Account Manager,Account Manager,72520,75331,Lateral_Move,SALES,Milan
200397,06/10/2017,Account Manager,Sales Representative,75331,89797,Promotion,SALES,Milan
200397,07/10/2018,Sales Representative,Regional Director,89797,92542,Lateral_Move,SALES,Milan
200398,22/05/2013,,Account Manager,,92160,Hire,SALES,Milan
200398,09/07/2014,Account Manager,Regional Director,92160,91749,Lateral_Move,SALES,Milan
200398,25/08/2016,Regional Director,Account Manager,91749,100000,Promotion,SALES,Milan
200398,18/08/2018,Account Manager,Sales Manager,100000,100000,Promotion,SALES,Milan
200399,01/11/2012,,Business Developer,,80840,Hire,SALES,Milan
200399,12/11/2013,Business Developer,Sales Manager,80840,82457,Lateral_Move,SALES,Milan
200400,24/02/2015,,Business Developer,,67000,Hire,SALES,Milan
200400,17/05/2016,Business Developer,Regional Director,67000,67888,Lateral_Move,SALES,Milan
200400,23/10/2017,Regional Director,Sales Representative,67888,70175,Lateral_Move,SALES,Milan
200400,16/08/2019,Sales Representative,Regional Director,70175,70800,Lateral_Move,SALES,Milan
200401,20/01/2014,,Regional Director,,81340,Hire,SALES,Milan
200401,25/03/2015,Regional Director,Sales Representative,81340,82857,Lateral_Move,SALES,Milan
200401,06/06/2017,Sales Representative,Sales Manager,82857,83753,Lateral_Move,SALES,Milan
200401,01/09/2018,Sales Manager,Senior Account Manager,83753,83470,Lateral_Move,SALES,Milan
200402,16/02/2013,,Senior Account Manager,,92160,Hire,SALES,Milan
200402,20/04/2015,Senior Account Manager,Account Manager,92160,100000,Promotion,SALES,Milan
200402,05/09/2016,Account Manager,Senior Account Manager,100000,101795,Lateral_Move,SALES,Milan
200402,19/10/2019,Senior Account Manager,Account Manager,101795,101872,Lateral_Move,SALES,Milan
200403,04/02/2014,,Account Manager,,55860,Hire,SALES,Milan
200403,16/04/2016,Account Manager,Sales Manager,55860,55408,Lateral_Move,SALES,Milan
200403,22/10/2017,Sales Manager,Account Manager,55408,65786,Promotion,SALES,Milan
200403,04/05/2019,Account Manager,Sales Representative,65786,65751,Lateral_Move,SALES,Milan
200404,17/09/2014,,Sales Manager,,54880,Hire,SALES,Milan
200404,18/08/2016,Sales Manager,Senior Account Manager,54880,62141,Promotion,SALES,Milan
200404,18/02/2018,Senior Account Manager,Sales Manager,62141,62669,Lateral_Move,SALES,Milan
200404,27/02/2019,Sales Manager,Business Developer,62669,64139,Lateral_Move,SALES,Milan
200405,03/12/2014,,Business Developer,,63700,Hire,SALES,Milan
200405,28/02/2016,Business Developer,Regional Director,63700,66354,Lateral_Move,SALES,Milan
200405,03/07/2017,Regional Director,Sales Representative,66354,67726,Lateral_Move,SALES,Milan
200406,22/03/2014,,Sales Representative,,58800,Hire,SALES,Milan
200406,16/10/2015,Sales Representative,Senior Account Manager,58800,62240,Promotion,SALES,Milan
200406,01/06/2017,Senior Account Manager,Business Developer,62240,64254,Lateral_Move,SALES,Milan
200407,14/03/2013,,Senior Account Manager,,43200,Hire,SALES,Milan
200407,10/06/2015,Senior Account Manager,Account Manager,43200,44840,Lateral_Move,SALES,Milan
200407,22/03/2017,Account Manager,Sales Representative,44840,48140,Promotion,SALES,Milan
200407,26/05/2019,Sales Representative,Sales Manager,48140,48767,Lateral_Move,SALES,Milan
200408,02/12/2012,,Sales Representative,,83660,Hire,SALES,Milan
200408,18/09/2014,Sales Representative,Regional Director,83660,84597,Lateral_Move,SALES,Milan
200408,22/09/2015,Regional Director,Sales Manager,84597,85521,Lateral_Move,SALES,Milan
200409,11/06/2013,,Senior Account Manager,,65280,Hire,SALES,Milan
200409,18/06/2014,Senior Account Manager,Business Developer,65280,74707,Promotion,SALES,Milan
200410,06/04/2013,,Senior Account Manager,,74880,Hire,SALES,Milan
200410,27/09/2014,Senior Account Manager,Business Developer,74880,87883,Promotion,SALES,Milan
200410,21/11/2015,Business Developer,Senior Account Manager,87883,88072,Lateral_Move,SALES,Milan
200410,28/03/2017,Senior Account Manager,Sales Representative,88072,88498,Lateral_Move,SALES,Milan
200411,18/03/2014,,Systems Administrator,,73500,Hire,IT,Milan
200411,12/11/2016,Systems Administrator,Network Engineer,73500,74594,Lateral_Move,IT,Milan
200411,09/01/2019,Network Engineer,Systems Administrator,74594,75626,Lateral_Move,IT,Milan
200411,28/01/2021,Systems Administrator,IT Manager,75626,76977,Lateral_Move,IT,Milan
200412,16/06/2015,,DevOps Engineer,,82000,Hire,IT,Milan
200412,22/01/2018,DevOps Engineer,Network Engineer,82000,77701,Demotion,IT,Milan
200412,22/06/2019,Network Engineer,Cloud Engineer,77701,74032,Demotion,IT,Milan
200412,13/08/2021,Cloud Engineer,Security Analyst,74032,74964,Lateral_Move,IT,Milan
200413,29/11/2013,,Network Engineer,,45120,Hire,IT,Milan
200413,25/08/2016,Network Engineer,Systems Administrator,45120,56587,Promotion,IT,Milan
200413,09/10/2018,Systems Administrator,IT Technician,56587,65734,Promotion,IT,Milan
200413,28/01/2020,IT Technician,Security Analyst,65734,67651,Lateral_Move,IT,Milan
200414,24/11/2012,,Network Engineer,,49820,Hire,IT,Milan
200414,02/05/2014,Network Engineer,IT Technician,49820,52722,Lateral_Move,IT,Milan
200415,28/05/2014,,Systems Administrator,,89180,Hire,IT,Milan
200416,20/07/2012,,IT Manager,,62980,Hire,IT,Milan
200416,20/11/2013,IT Manager,DevOps Engineer,62980,63845,Lateral_Move,IT,Milan
200417,21/04/2013,,Cloud Engineer,,61440,Hire,IT,Milan
200417,25/05/2015,Cloud Engineer,Network Engineer,61440,62714,Lateral_Move,IT,Milan
200417,31/10/2016,Network Engineer,Cloud Engineer,62714,62219,Lateral_Move,IT,Milan
200417,06/11/2017,Cloud Engineer,Systems Administrator,62219,63613,Lateral_Move,IT,Milan
200418,23/08/2012,,IT Manager,,51700,Hire,IT,Milan
200418,15/07/2015,IT Manager,IT Technician,51700,53810,Lateral_Move,IT,Milan
200418,19/10/2017,IT Technician,Cloud Engineer,53810,61376,Promotion,IT,Milan
200418,15/05/2019,Cloud Engineer,DevOps Engineer,61376,69359,Promotion,IT,Milan
200419,15/05/2014,,Systems Administrator,,93100,Hire,IT,Milan
200419,04/09/2016,Systems Administrator,Cloud Engineer,93100,93193,Lateral_Move,IT,Milan
200419,15/02/2019,Cloud Engineer,Network Engineer,93193,100000,Promotion,IT,Milan
200419,15/03/2021,Network Engineer,Security Analyst,100000,95518,Demotion,IT,Milan
200420,15/10/2012,,Systems Administrator,,92120,Hire,IT,Milan
200420,14/06/2015,Systems Administrator,Cloud Engineer,92120,100000,Promotion,IT,Milan
200420,18/05/2017,Cloud Engineer,DevOps Engineer,100000,95923,Demotion,IT,Milan
200420,31/10/2019,DevOps Engineer,Cloud Engineer,95923,96280,Lateral_Move,IT,Milan
200421,31/07/2012,,DevOps Engineer,,79900,Hire,IT,Milan
200421,02/06/2015,DevOps Engineer,Network Engineer,79900,78452,Demotion,IT,Milan
200421,17/07/2017,Network Engineer,Cloud Engineer,78452,89852,Promotion,IT,Milan
200421,19/07/2019,Cloud Engineer,DevOps Engineer,89852,87407,Demotion,IT,Milan
200422,06/04/2013,,Network Engineer,,73920,Hire,IT,Milan
200422,07/04/2014,Network Engineer,Cloud Engineer,73920,73814,Lateral_Move,IT,Milan
200423,03/07/2014,,Security Analyst,,49980,Hire,IT,Milan
200423,06/07/2015,Security Analyst,IT Manager,49980,50444,Lateral_Move,IT,Milan
200424,23/04/2014,,DevOps Engineer,,72520,Hire,IT,Milan
200424,24/10/2016,DevOps Engineer,Systems Administrator,72520,70494,Demotion,IT,Milan
200424,22/11/2017,Systems Administrator,IT Manager,70494,79581,Promotion,IT,Milan
200424,29/06/2020,IT Manager,DevOps Engineer,79581,91769,Promotion,IT,Milan
200425,11/10/2014,,Systems Administrator,,44100,Hire,IT,Milan
200425,28/08/2016,Systems Administrator,Security Analyst,44100,49278,Promotion,IT,Milan
200425,02/08/2018,Security Analyst,IT Technician,49278,53217,Promotion,IT,Milan
200426,24/05/2012,,DevOps Engineer,,80840,Hire,IT,Milan
200426,24/05/2013,DevOps Engineer,IT Manager,80840,81551,Lateral_Move,IT,Milan
200427,03/02/2012,,IT Technician,,46060,Hire,IT,Milan
200427,17/07/2013,IT Technician,Systems Administrator,46060,47884,Lateral_Move,IT,Milan
200427,08/04/2015,Systems Administrator,DevOps Engineer,47884,49830,Lateral_Move,IT,Milan
200428,12/08/2012,,Security Analyst,,72380,Hire,IT,Milan
200428,19/08/2015,Security Analyst,IT Technician,72380,74728,Lateral_Move,IT,Milan
200428,08/09/2017,IT Technician,DevOps Engineer,74728,73321,Demotion,IT,Milan
200428,11/12/2019,DevOps Engineer,Security Analyst,73321,82249,Promotion,IT,Milan
200429,17/12/2012,,Systems Administrator,,69560,Hire,IT,Milan
200429,30/06/2014,Systems Administrator,DevOps Engineer,69560,65507,Demotion,IT,Milan
200429,06/08/2015,DevOps Engineer,Systems Administrator,65507,69499,Promotion,IT,Milan
200430,23/06/2015,,Network Engineer,,58000,Hire,IT,Milan
200430,20/11/2017,Network Engineer,Cloud Engineer,58000,66883,Promotion,IT,Milan
200430,31/01/2019,Cloud Engineer,DevOps Engineer,66883,75523,Promotion,IT,Milan
200430,03/04/2021,DevOps Engineer,Cloud Engineer,75523,77341,Lateral_Move,IT,Milan
200431,12/02/2012,,Cloud Engineer,,60160,Hire,IT,Milan
200431,26/04/2013,Cloud Engineer,Network Engineer,60160,60922,Lateral_Move,IT,Milan
200431,28/04/2015,Network Engineer,IT Technician,60922,72936,Promotion,IT,Milan
200431,25/05/2016,IT Technician,Network Engineer,72936,78161,Promotion,IT,Milan
200432,17/08/2014,,Security Analyst,,86240,Hire,IT,Milan
200432,08/06/2016,Security Analyst,Cloud Engineer,86240,86476,Lateral_Move,IT,Milan
200432,04/05/2018,Cloud Engineer,Systems Administrator,86476,86477,Lateral_Move,IT,Milan
200433,21/12/2012,,Security Analyst,,88360,Hire,IT,Milan
200433,22/04/2014,Security Analyst,IT Manager,88360,88211,Lateral_Move,IT,Milan
200433,03/09/2016,IT Manager,Network Engineer,88211,90999,Lateral_Move,IT,Milan
200433,07/09/2017,Network Engineer,Cloud Engineer,90999,100000,Promotion,IT,Milan
200434,21/10/2012,,Network Engineer,,72380,Hire,IT,Milan
200434,05/09/2015,Network Engineer,Security Analyst,72380,73573,Lateral_Move,IT,Milan
200434,12/01/2017,Security Analyst,Network Engineer,73573,73172,Lateral_Move,IT,Milan
200434,27/01/2020,Network Engineer,IT Technician,73172,75807,Lateral_Move,IT,Milan
200435,03/07/2013,,Systems Administrator,,56640,Hire,IT,Milan
200435,03/10/2014,Systems Administrator,Cloud Engineer,56640,56544,Lateral_Move,IT,Milan
200435,03/12/2015,Cloud Engineer,Security Analyst,56544,57724,Lateral_Move,IT,Milan
200435,29/07/2017,Security Analyst,Systems Administrator,57724,55933,Demotion,IT,Milan
200436,28/11/2014,,DevOps Engineer,,88200,Hire,IT,Milan
200436,16/05/2016,DevOps Engineer,Cloud Engineer,88200,90783,Lateral_Move,IT,Milan
200436,13/05/2018,Cloud Engineer,IT Manager,90783,91708,Lateral_Move,IT,Milan
200436,28/04/2020,IT Manager,Systems Administrator,91708,93501,Lateral_Move,IT,Milan
200437,07/05/2014,,Network Engineer,,63700,Hire,IT,Milan
200437,24/03/2016,Network Engineer,DevOps Engineer,63700,65927,Lateral_Move,IT,Milan
200437,09/01/2018,DevOps Engineer,Cloud Engineer,65927,76977,Promotion,IT,Milan
200438,26/05/2015,,Cloud Engineer,,89000,Hire,IT,Milan
200438,19/09/2017,Cloud Engineer,IT Technician,89000,90681,Lateral_Move,IT,Milan
200438,28/12/2018,IT Technician,Systems Administrator,90681,99920,Promotion,IT,Milan
200438,14/07/2020,Systems Administrator,Cloud Engineer,99920,101966,Lateral_Move,IT,Milan
200439,17/02/2014,,IT Technician,,47040,Hire,IT,Milan
200439,02/03/2015,IT Technician,Systems Administrator,47040,50934,Promotion,IT,Milan
200440,23/02/2012,,IT Manager,,72380,Hire,IT,Milan
200440,15/04/2015,IT Manager,IT Technician,72380,72369,Lateral_Move,IT,Milan
200440,20/06/2016,IT Technician,Network Engineer,72369,69641,Demotion,IT,Milan
200440,28/09/2019,Network Engineer,IT Manager,69641,72423,Lateral_Move,IT,Milan
200441,03/06/2015,,Systems Administrator,,90000,Hire,IT,Milan
200441,16/10/2017,Systems Administrator,DevOps Engineer,90000,92364,Lateral_Move,IT,Milan
200441,07/02/2019,DevOps Engineer,Systems Administrator,92364,95102,Lateral_Move,IT,Milan
200442,19/03/2015,,Cloud Engineer,,53000,Hire,IT,Milan
200443,10/03/2013,,IT Technician,,56640,Hire,IT,Milan
200443,01/10/2014,IT Technician,IT Manager,56640,58678,Lateral_Move,IT,Milan
200443,11/10/2015,IT Manager,Cloud Engineer,58678,60361,Lateral_Move,IT,Milan
200443,01/06/2017,Cloud Engineer,IT Technician,60361,65513,Promotion,IT,Milan
200444,21/10/2013,,Network Engineer,,94080,Hire,IT,Milan
200444,01/07/2015,Network Engineer,Security Analyst,94080,93990,Lateral_Move,IT,Milan
200444,29/11/2016,Security Analyst,Network Engineer,93990,96068,Lateral_Move,IT,Milan
200445,31/12/2014,,Cloud Engineer,,70560,Hire,IT,Milan
200445,07/05/2016,Cloud Engineer,Systems Administrator,70560,71991,Lateral_Move,IT,Milan
200446,27/05/2013,,IT Manager,,62400,Hire,IT,Milan
200446,08/04/2015,IT Manager,DevOps Engineer,62400,61323,Demotion,IT,Milan
200446,12/04/2016,DevOps Engineer,IT Manager,61323,61270,Lateral_Move,IT,Milan
200446,16/06/2017,IT Manager,Security Analyst,61270,75977,Promotion,IT,Milan
200447,06/07/2013,,IT Technician,,59520,Hire,IT,Milan
200447,26/07/2014,IT Technician,Security Analyst,59520,69444,Promotion,IT,Milan
200448,08/04/2014,,DevOps Engineer,,90160,Hire,IT,Milan
200449,22/04/2013,,IT Manager,,43200,Hire,IT,Milan
200449,19/01/2015,IT Manager,DevOps Engineer,43200,43005,Lateral_Move,IT,Milan
200449,29/08/2016,DevOps Engineer,Systems Administrator,43005,44264,Lateral_Move,IT,Milan
200449,30/06/2018,Systems Administrator,IT Technician,44264,53822,Promotion,IT,Milan
200450,22/05/2014,,DevOps Engineer,,51940,Hire,IT,Milan
200450,20/11/2016,DevOps Engineer,IT Technician,51940,52392,Lateral_Move,IT,Milan
200450,10/07/2018,IT Technician,Security Analyst,52392,54682,Lateral_Move,IT,Milan
200450,12/12/2019,Security Analyst,DevOps Engineer,54682,57430,Lateral_Move,IT,Milan
200451,26/06/2015,,Systems Administrator,,87000,Hire,IT,Milan
200451,26/04/2017,Systems Administrator,Security Analyst,87000,87152,Lateral_Move,IT,Milan
200451,07/03/2019,Security Analyst,IT Manager,87152,88147,Lateral_Move,IT,Milan
200451,28/11/2020,IT Manager,Systems Administrator,88147,89311,Lateral_Move,IT,Milan
200452,20/02/2012,,DevOps Engineer,,53580,Hire,IT,Milan
200452,26/02/2014,DevOps Engineer,Security Analyst,53580,62986,Promotion,IT,Milan
200452,11/08/2015,Security Analyst,IT Technician,62986,63789,Lateral_Move,IT,Milan
200453,12/11/2012,,Network Engineer,,68620,Hire,IT,Milan
200453,07/09/2014,Network Engineer,DevOps Engineer,68620,71915,Promotion,IT,Milan
200454,25/11/2014,,Cloud Engineer,,54880,Hire,IT,Milan
200454,25/11/2016,Cloud Engineer,Security Analyst,54880,56557,Lateral_Move,IT,Milan
200454,20/04/2019,Security Analyst,Cloud Engineer,56557,59137,Lateral_Move,IT,Milan
200454,10/06/2020,Cloud Engineer,IT Manager,59137,56882,Demotion,IT,Milan
200455,17/08/2014,,IT Manager,,56840,Hire,IT,Milan
200455,14/12/2015,IT Manager,Network Engineer,56840,64956,Promotion,IT,Milan
200455,17/12/2017,Network Engineer,Cloud Engineer,64956,72875,Promotion,IT,Milan
200456,14/03/2013,,DevOps Engineer,,71040,Hire,IT,Milan
200456,24/06/2014,DevOps Engineer,Cloud Engineer,71040,81017,Promotion,IT,Milan
200457,31/05/2015,,Systems Administrator,,75000,Hire,IT,Milan
200457,08/09/2016,Systems Administrator,Security Analyst,75000,76362,Lateral_Move,IT,Milan
200457,31/10/2017,Security Analyst,DevOps Engineer,76362,83450,Promotion,IT,Milan
200457,18/10/2019,DevOps Engineer,IT Manager,83450,89894,Promotion,IT,Milan
200458,13/11/2012,,Network Engineer,,69560,Hire,IT,Milan
200458,12/03/2015,Network Engineer,IT Technician,69560,71869,Lateral_Move,IT,Milan
200458,08/11/2016,IT Technician,Cloud Engineer,71869,77247,Promotion,IT,Milan
200458,21/03/2019,Cloud Engineer,Systems Administrator,77247,90794,Promotion,IT,Milan
200459,31/05/2012,,DevOps Engineer,,76140,Hire,IT,Milan
200459,26/03/2015,DevOps Engineer,Systems Administrator,76140,77198,Lateral_Move,IT,Milan
200459,24/06/2016,Systems Administrator,Network Engineer,77198,80056,Lateral_Move,IT,Milan
200459,07/10/2018,Network Engineer,Security Analyst,80056,77475,Demotion,IT,Milan
200460,03/08/2014,,Systems Administrator,,88200,Hire,IT,Milan
200460,12/09/2016,Systems Administrator,Security Analyst,88200,98116,Promotion,IT,Milan
200460,28/03/2018,Security Analyst,IT Manager,98116,100000,Promotion,IT,Milan
200460,08/05/2019,IT Manager,DevOps Engineer,100000,100978,Lateral_Move,IT,Milan
200461,27/07/2012,,Systems Administrator,,79900,Hire,IT,Milan
200461,09/10/2013,Systems Administrator,IT Technician,79900,85383,Promotion,IT,Milan
200461,16/02/2015,IT Technician,DevOps Engineer,85383,87494,Lateral_Move,IT,Milan
200462,23/09/2013,,Cloud Engineer,,77760,Hire,IT,Milan
200462,27/09/2014,Cloud Engineer,Network Engineer,77760,91333,Promotion,IT,Milan
200462,07/06/2017,Network Engineer,Cloud Engineer,91333,92397,Lateral_Move,IT,Milan
200462,15/01/2020,Cloud Engineer,IT Technician,92397,94592,Lateral_Move,IT,Milan
200463,15/12/2013,,Systems Administrator,,72960,Hire,IT,Milan
200464,23/01/2013,,IT Manager,,72000,Hire,IT,Milan
200464,14/07/2014,IT Manager,DevOps Engineer,72000,80944,Promotion,IT,Milan
200465,19/01/2015,,Network Engineer,,78000,Hire,IT,Milan
200465,30/08/2017,Network Engineer,DevOps Engineer,78000,87669,Promotion,IT,Milan
200465,16/06/2019,DevOps Engineer,Network Engineer,87669,89349,Lateral_Move,IT,Milan
200465,07/02/2021,Network Engineer,Cloud Engineer,89349,86902,Demotion,IT,Milan
200466,17/03/2012,,Network Engineer,,57340,Hire,IT,Milan
200466,03/03/2014,Network Engineer,DevOps Engineer,57340,53944,Demotion,IT,Milan
200466,11/04/2017,DevOps Engineer,IT Technician,53944,54865,Lateral_Move,IT,Milan
200466,18/03/2019,IT Technician,Cloud Engineer,54865,57400,Lateral_Move,IT,Milan
200467,13/05/2012,,Systems Administrator,,89300,Hire,IT,Milan
200467,06/01/2014,Systems Administrator,Network Engineer,89300,89412,Lateral_Move,IT,Milan
200467,12/09/2016,Network Engineer,Systems Administrator,89412,90447,Lateral_Move,IT,Milan
200467,03/08/2018,Systems Administrator,Network Engineer,90447,98798,Promotion,IT,Milan
200468,29/08/2012,,Systems Administrator,,57340,Hire,IT,Milan
200468,22/09/2013,Systems Administrator,IT Manager,57340,57419,Lateral_Move,IT,Milan
200468,26/08/2015,IT Manager,Systems Administrator,57419,71673,Promotion,IT,Milan
200468,07/11/2017,Systems Administrator,Security Analyst,71673,70440,Demotion,IT,Milan
200469,17/03/2015,,Network Engineer,,53000,Hire,IT,Milan
200470,29/05/2015,,Systems Administrator,,79000,Hire,IT,Milan
200470,03/05/2017,Systems Administrator,DevOps Engineer,79000,80139,Lateral_Move,IT,Milan
200471,28/12/2014,,Security Analyst,,78400,Hire,IT,Milan
200472,04/05/2012,,Systems Administrator,,54520,Hire,IT,Milan
200472,24/04/2014,Systems Administrator,IT Manager,54520,68654,Promotion,IT,Milan
200472,17/10/2016,IT Manager,DevOps Engineer,68654,68227,Lateral_Move,IT,Milan
200472,12/07/2019,DevOps Engineer,IT Technician,68227,73701,Promotion,IT,Milan
200473,07/09/2013,,Security Analyst,,60480,Hire,IT,Milan
200473,11/11/2014,Security Analyst,Cloud Engineer,60480,72901,Promotion,IT,Milan
200473,30/01/2016,Cloud Engineer,DevOps Engineer,72901,75769,Lateral_Move,IT,Milan
200473,22/09/2018,DevOps Engineer,IT Manager,75769,76222,Lateral_Move,IT,Milan
200474,29/02/2012,,IT Manager,,74260,Hire,IT,Milan
200474,26/03/2014,IT Manager,Cloud Engineer,74260,74948,Lateral_Move,IT,Milan
