employee_id,employee_department,training_name,training_duration_days,training_cost_eur,start_date,completion_date,completion_status,site
EMP_200287,Sales,Digital Marketing,3,885,2024-01-04,,Cancelled,Milan
EMP_200288,Sales,Negotiation Techniques,3,810,2018-06-22,2018-06-26,Completed,Milan
EMP_200289,Sales,Key Account Management,4,1180,2015-12-30,,Cancelled,Milan
EMP_200290,Sales,Digital Marketing,3,895,2015-07-28,2015-08-05,Completed,Milan
EMP_200290,Sales,Negotiation Techniques,3,940,2017-06-19,2017-06-25,Completed,Milan
EMP_200291,Sales,Digital Marketing,3,955,2016-10-01,2016-10-09,Completed,Milan
EMP_200291,Sales,Key Account Management,4,1015,2018-06-21,2018-06-25,Completed,Milan
EMP_200292,Sales,Digital Marketing,3,792,2016-12-10,2016-12-17,Completed,Milan
EMP_200292,Sales,CRM Salesforce,2,714,2017-09-17,,InProgress,Milan
EMP_200292,Sales,Digital Marketing,3,797,2019-05-31,2019-06-05,Completed,Milan
EMP_200292,Sales,Key Account Management,4,1194,2022-06-10,,Cancelled,Milan
EMP_200292,Sales,CRM Salesforce,2,836,2025-03-25,2025-04-01,Completed,Milan
EMP_200293,Sales,Sales Leadership,4,1304,2015-08-15,2015-08-22,Completed,Milan
EMP_200293,Sales,CRM Salesforce,2,840,2016-05-13,2016-05-17,Completed,Milan
EMP_200293,Sales,Digital Marketing,3,789,2018-10-07,2018-10-14,Completed,Milan
EMP_200293,Sales,Digital Marketing,3,750,2019-07-24,2019-07-30,Completed,Milan
EMP_200293,Sales,Negotiation Techniques,3,1022,2022-11-22,2022-11-25,Completed,Milan
EMP_200295,Sales,Sales Leadership,4,1083,2016-03-01,2016-03-05,Completed,Milan
EMP_200296,Sales,CRM Salesforce,2,727,2023-08-29,,InProgress,Milan
EMP_200296,Sales,Sales Leadership,4,1157,2025-07-23,2025-07-28,Completed,Milan
EMP_200297,Sales,Negotiation Techniques,3,1009,2016-03-15,2016-03-23,Completed,Milan
EMP_200297,Sales,Key Account Management,4,1204,2019-04-11,,InProgress,Milan
EMP_200298,Sales,Sales Leadership,4,1325,2017-06-24,2017-06-30,Completed,Milan
EMP_200298,Sales,CRM Salesforce,2,805,2020-08-17,,Cancelled,Milan
EMP_200298,Sales,Sales Leadership,4,1281,2023-07-01,,Cancelled,Milan
EMP_200299,Sales,CRM Salesforce,2,712,2015-09-03,,InProgress,Milan
EMP_200299,Sales,Negotiation Techniques,3,884,2017-07-06,2017-07-12,Completed,Milan
EMP_200300,Sales,Key Account Management,4,1129,2016-01-06,,Cancelled,Milan
EMP_200301,Sales,Negotiation Techniques,3,976,2016-09-03,2016-09-08,Completed,Milan
EMP_200301,Sales,Sales Leadership,4,1302,2017-09-18,,InProgress,Milan
EMP_200301,Sales,Digital Marketing,3,803,2018-08-07,2018-08-14,Completed,Milan
EMP_200301,Sales,Digital Marketing,3,776,2019-04-21,,InProgress,Milan
EMP_200301,Sales,Sales Leadership,4,1328,2020-01-21,,Cancelled,Milan
EMP_200301,Sales,Sales Leadership,4,1209,2021-10-03,,Cancelled,Milan
EMP_200301,Sales,Digital Marketing,3,967,2022-03-17,2022-03-24,Completed,Milan
EMP_200301,Sales,Digital Marketing,3,906,2024-03-29,2024-04-05,Completed,Milan
EMP_200302,Sales,Key Account Management,4,937,2016-03-29,,Cancelled,Milan
EMP_200302,Sales,Sales Leadership,4,1297,2018-01-11,2018-01-15,Completed,Milan
EMP_200304,Sales,Digital Marketing,3,855,2015-10-07,,InProgress,Milan
EMP_200304,Sales,CRM Salesforce,2,807,2017-09-17,2017-09-19,Completed,Milan
EMP_200304,Sales,Negotiation Techniques,3,899,2018-07-24,2018-07-27,Completed,Milan
EMP_200304,Sales,Key Account Management,4,1054,2020-10-14,2020-10-22,Completed,Milan
EMP_200306,Sales,Sales Leadership,4,1140,2015-07-04,,InProgress,Milan
EMP_200307,Sales,Key Account Management,4,987,2015-01-23,2015-01-31,Completed,Milan
EMP_200307,Sales,Negotiation Techniques,3,888,2018-08-28,2018-09-03,Completed,Milan
EMP_200307,Sales,Key Account Management,4,1252,2019-04-24,2019-04-30,Completed,Milan
EMP_200307,Sales,Digital Marketing,3,832,2023-01-04,2023-01-08,Completed,Milan
EMP_200307,Sales,Key Account Management,4,1042,2025-08-02,2025-08-11,Completed,Milan
EMP_200308,Sales,Sales Leadership,4,1269,2017-05-08,2017-05-12,Completed,Milan
EMP_200308,Sales,Key Account Management,4,1215,2018-03-27,2018-04-04,Completed,Milan
EMP_200308,Sales,CRM Salesforce,2,822,2022-09-01,2022-09-05,Completed,Milan
EMP_200308,Sales,CRM Salesforce,2,823,2023-10-19,2023-10-25,Completed,Milan
EMP_200308,Sales,CRM Salesforce,2,751,2024-05-06,2024-05-11,Completed,Milan
EMP_200308,Sales,Digital Marketing,3,954,2025-10-15,,InProgress,Milan
EMP_200309,Sales,Digital Marketing,3,912,2018-07-01,,InProgress,Milan
EMP_200310,Sales,Digital Marketing,3,738,2015-08-16,2015-08-20,Completed,Milan
EMP_200310,Sales,Digital Marketing,3,873,2016-06-05,2016-06-13,Completed,Milan
EMP_200310,Sales,CRM Salesforce,2,852,2017-12-09,,InProgress,Milan
EMP_200311,Sales,Key Account Management,4,984,2018-04-22,2018-04-29,Completed,Milan
EMP_200311,Sales,Digital Marketing,3,908,2019-05-27,,Cancelled,Milan
EMP_200312,Sales,CRM Salesforce,2,771,2015-11-16,2015-11-19,Completed,Milan
EMP_200312,Sales,Sales Leadership,4,1106,2019-11-26,2019-12-01,Completed,Milan
EMP_200313,Sales,Sales Leadership,4,1078,2017-11-13,2017-11-20,Completed,Milan
EMP_200313,Sales,Sales Leadership,4,1310,2019-03-18,2019-03-24,Completed,Milan
EMP_200314,Sales,CRM Salesforce,2,649,2016-01-21,,InProgress,Milan
EMP_200314,Sales,Sales Leadership,4,1070,2018-03-27,2018-04-04,Completed,Milan
EMP_200314,Sales,Negotiation Techniques,3,969,2019-02-13,,InProgress,Milan
EMP_200314,Sales,Negotiation Techniques,3,920,2022-10-31,2022-11-08,Completed,Milan
EMP_200314,Sales,CRM Salesforce,2,835,2023-05-19,2023-05-22,Completed,Milan
EMP_200315,Sales,Negotiation Techniques,3,924,2023-09-02,2023-09-07,Completed,Milan
EMP_200315,Sales,Digital Marketing,3,850,2024-02-15,2024-02-19,Completed,Milan
EMP_200316,Sales,Negotiation Techniques,3,948,2017-03-25,2017-03-31,Completed,Milan
EMP_200316,Sales,Digital Marketing,3,875,2025-06-06,2025-06-09,Completed,Milan
EMP_200317,Sales,Digital Marketing,3,967,2016-05-18,2016-05-21,Completed,Milan
EMP_200317,Sales,Key Account Management,4,952,2019-11-13,2019-11-22,Completed,Milan
EMP_200318,Sales,Negotiation Techniques,3,1000,2016-05-14,,InProgress,Milan
EMP_200318,Sales,Sales Leadership,4,1088,2017-08-02,,InProgress,Milan
EMP_200318,Sales,Negotiation Techniques,3,847,2018-05-12,2018-05-17,Completed,Milan
EMP_200318,Sales,Digital Marketing,3,957,2023-12-02,2023-12-08,Completed,Milan
EMP_200318,Sales,Digital Marketing,3,874,2025-09-11,2025-09-15,Completed,Milan
EMP_200319,Sales,CRM Salesforce,2,843,2015-11-24,2015-11-26,Completed,Milan
EMP_200319,Sales,CRM Salesforce,2,842,2016-11-04,2016-11-10,Completed,Milan
EMP_200319,Sales,Sales Leadership,4,1218,2023-06-26,2023-06-30,Completed,Milan
EMP_200319,Sales,CRM Salesforce,2,709,2025-05-02,,InProgress,Milan
EMP_200320,Sales,Digital Marketing,3,741,2018-03-28,2018-04-01,Completed,Milan
EMP_200320,Sales,Negotiation Techniques,3,815,2021-07-12,2021-07-16,Completed,Milan
EMP_200321,Sales,Digital Marketing,3,839,2016-06-24,2016-06-27,Completed,Milan
EMP_200321,Sales,Negotiation Techniques,3,1011,2018-07-04,2018-07-10,Completed,Milan
EMP_200322,Sales,Negotiation Techniques,3,908,2017-10-26,,Cancelled,Milan
EMP_200322,Sales,Digital Marketing,3,854,2019-06-02,2019-06-05,Completed,Milan
EMP_200322,Sales,Digital Marketing,3,821,2020-07-03,,InProgress,Milan
EMP_200323,Sales,CRM Salesforce,2,730,2016-03-06,2016-03-12,Completed,Milan
EMP_200325,Sales,Negotiation Techniques,3,770,2015-09-07,2015-09-15,Completed,Milan
EMP_200325,Sales,CRM Salesforce,2,813,2018-06-13,,InProgress,Milan
EMP_200325,Sales,CRM Salesforce,2,728,2019-05-09,2019-05-16,Completed,Milan
EMP_200325,Sales,CRM Salesforce,2,730,2020-12-24,2020-12-31,Completed,Milan
EMP_200325,Sales,Negotiation Techniques,3,980,2021-02-22,2021-03-01,Completed,Milan
EMP_200325,Sales,CRM Salesforce,2,761,2024-10-26,2024-10-28,Completed,Milan
EMP_200326,Sales,Negotiation Techniques,3,878,2023-10-31,2023-11-06,Completed,Milan
EMP_200326,Sales,Key Account Management,4,1121,2025-07-09,2025-07-17,Completed,Milan
EMP_200327,Sales,Digital Marketing,3,812,2016-08-02,2016-08-10,Completed,Milan
EMP_200328,Sales,Negotiation Techniques,3,938,2017-08-22,2017-08-27,Completed,Milan
EMP_200328,Sales,Key Account Management,4,1162,2019-04-11,,Cancelled,Milan
EMP_200328,Sales,Sales Leadership,4,1350,2022-01-29,,Cancelled,Milan
EMP_200328,Sales,Negotiation Techniques,3,817,2025-09-15,2025-09-19,Completed,Milan
EMP_200329,Sales,Sales Leadership,4,1163,2017-07-08,2017-07-13,Completed,Milan
EMP_200329,Sales,Sales Leadership,4,1289,2019-02-06,2019-02-11,Completed,Milan
EMP_200330,Sales,Sales Leadership,4,1200,2016-05-24,2016-06-01,Completed,Milan
EMP_200330,Sales,Key Account Management,4,1068,2018-02-14,2018-02-23,Completed,Milan
EMP_200331,Sales,CRM Salesforce,2,774,2015-10-08,2015-10-12,Completed,Milan
EMP_200331,Sales,Key Account Management,4,1142,2016-01-22,,InProgress,Milan
EMP_200331,Sales,Key Account Management,4,1168,2017-04-17,2017-04-22,Completed,Milan
EMP_200333,Sales,Digital Marketing,3,964,2015-01-31,2015-02-04,Completed,Milan
EMP_200334,Sales,Digital Marketing,3,812,2019-09-06,2019-09-09,Completed,Milan
EMP_200335,Sales,Key Account Management,4,1043,2015-11-04,,InProgress,Milan
EMP_200335,Sales,Digital Marketing,3,891,2022-03-11,2022-03-19,Completed,Milan
EMP_200335,Sales,Sales Leadership,4,1301,2023-08-17,2023-08-26,Completed,Milan
EMP_200335,Sales,Negotiation Techniques,3,875,2024-10-01,2024-10-07,Completed,Milan
EMP_200336,Sales,Negotiation Techniques,3,811,2017-12-27,2018-01-02,Completed,Milan
EMP_200336,Sales,CRM Salesforce,2,758,2018-11-09,2018-11-12,Completed,Milan
EMP_200336,Sales,Sales Leadership,4,1103,2019-06-27,2019-07-05,Completed,Milan
EMP_200339,Sales,Digital Marketing,3,726,2016-04-01,2016-04-04,Completed,Milan
EMP_200339,Sales,Sales Leadership,4,1362,2018-06-01,,InProgress,Milan
EMP_200339,Sales,CRM Salesforce,2,693,2020-02-03,,Cancelled,Milan
EMP_200340,Sales,CRM Salesforce,2,808,2015-08-29,2015-09-04,Completed,Milan
EMP_200340,Sales,CRM Salesforce,2,645,2016-07-04,2016-07-11,Completed,Milan
EMP_200340,Sales,CRM Salesforce,2,755,2018-06-04,2018-06-07,Completed,Milan
EMP_200340,Sales,Negotiation Techniques,3,997,2020-09-04,2020-09-07,Completed,Milan
EMP_200340,Sales,Key Account Management,4,1124,2021-03-19,,InProgress,Milan
EMP_200340,Sales,Sales Leadership,4,1311,2023-07-03,2023-07-07,Completed,Milan
EMP_200340,Sales,CRM Salesforce,2,823,2025-02-01,2025-02-04,Completed,Milan
EMP_200341,Sales,Digital Marketing,3,827,2015-04-21,2015-04-29,Completed,Milan
EMP_200341,Sales,Digital Marketing,3,786,2016-11-20,2016-11-26,Completed,Milan
EMP_200341,Sales,Key Account Management,4,978,2017-06-17,,Cancelled,Milan
EMP_200341,Sales,Sales Leadership,4,1120,2021-02-03,,InProgress,Milan
EMP_200341,Sales,Sales Leadership,4,1269,2022-07-13,,InProgress,Milan
EMP_200341,Sales,Digital Marketing,3,807,2023-05-03,2023-05-06,Completed,Milan
EMP_200341,Sales,Negotiation Techniques,3,821,2025-01-21,2025-01-27,Completed,Milan
EMP_200342,Sales,Digital Marketing,3,796,2016-10-03,2016-10-08,Completed,Milan
EMP_200342,Sales,Key Account Management,4,1002,2017-06-18,2017-06-27,Completed,Milan
EMP_200342,Sales,CRM Salesforce,2,725,2018-02-10,2018-02-12,Completed,Milan
EMP_200343,Sales,CRM Salesforce,2,804,2015-03-31,2015-04-03,Completed,Milan
EMP_200345,Sales,Sales Leadership,4,1096,2023-12-28,2024-01-03,Completed,Milan
EMP_200345,Sales,Negotiation Techniques,3,847,2025-04-24,2025-04-28,Completed,Milan
EMP_200346,Sales,Sales Leadership,4,1321,2015-11-15,2015-11-19,Completed,Milan
EMP_200346,Sales,Digital Marketing,3,843,2017-09-07,2017-09-12,Completed,Milan
EMP_200346,Sales,Sales Leadership,4,1212,2018-11-10,2018-11-16,Completed,Milan
EMP_200346,Sales,Key Account Management,4,1232,2022-10-14,,Cancelled,Milan
EMP_200346,Sales,Digital Marketing,3,969,2023-02-28,,Cancelled,Milan
EMP_200347,Sales,Key Account Management,4,1076,2015-02-10,2015-02-18,Completed,Milan
EMP_200348,Sales,Negotiation Techniques,3,793,2021-02-16,2021-02-23,Completed,Milan
EMP_200348,Sales,CRM Salesforce,2,642,2024-02-11,2024-02-18,Completed,Milan
EMP_200348,Sales,Sales Leadership,4,1140,2025-08-06,2025-08-10,Completed,Milan
EMP_200349,Sales,Sales Leadership,4,1056,2017-06-05,2017-06-09,Completed,Milan
EMP_200349,Sales,Key Account Management,4,1154,2018-01-04,,Cancelled,Milan
EMP_200349,Sales,Sales Leadership,4,1308,2019-11-01,2019-11-05,Completed,Milan
EMP_200349,Sales,Digital Marketing,3,766,2021-03-26,2021-04-03,Completed,Milan
EMP_200349,Sales,CRM Salesforce,2,691,2022-05-17,2022-05-21,Completed,Milan
EMP_200349,Sales,Digital Marketing,3,847,2024-09-24,2024-10-02,Completed,Milan
EMP_200349,Sales,Digital Marketing,3,938,2025-03-06,,Cancelled,Milan
EMP_200350,Sales,Negotiation Techniques,3,893,2015-11-09,2015-11-12,Completed,Milan
EMP_200350,Sales,CRM Salesforce,2,692,2017-02-25,,InProgress,Milan
EMP_200350,Sales,CRM Salesforce,2,749,2018-02-19,2018-02-22,Completed,Milan
EMP_200350,Sales,CRM Salesforce,2,805,2021-08-19,,Cancelled,Milan
EMP_200351,Sales,Negotiation Techniques,3,902,2019-07-27,2019-08-03,Completed,Milan
EMP_200351,Sales,Negotiation Techniques,3,868,2020-07-19,2020-07-26,Completed,Milan
EMP_200351,Sales,CRM Salesforce,2,708,2021-12-03,,Cancelled,Milan
EMP_200351,Sales,Negotiation Techniques,3,834,2022-10-10,2022-10-14,Completed,Milan
EMP_200351,Sales,Sales Leadership,4,1088,2024-01-18,2024-01-25,Completed,Milan
EMP_200351,Sales,Digital Marketing,3,802,2025-04-15,2025-04-23,Completed,Milan
EMP_200352,Sales,Sales Leadership,4,1327,2016-02-29,2016-03-04,Completed,Milan
EMP_200352,Sales,Digital Marketing,3,783,2018-12-27,2019-01-04,Completed,Milan
EMP_200354,Sales,Digital Marketing,3,737,2018-04-04,2018-04-09,Completed,Milan
EMP_200354,Sales,Digital Marketing,3,856,2020-11-08,,Cancelled,Milan
EMP_200354,Sales,CRM Salesforce,2,653,2021-11-11,,Cancelled,Milan
EMP_200354,Sales,CRM Salesforce,2,641,2025-10-27,2025-10-30,Completed,Milan
EMP_200355,Sales,CRM Salesforce,2,715,2017-10-24,2017-10-30,Completed,Milan
EMP_200355,Sales,Negotiation Techniques,3,852,2019-09-21,2019-09-24,Completed,Milan
EMP_200355,Sales,CRM Salesforce,2,854,2021-11-05,,InProgress,Milan
EMP_200355,Sales,Negotiation Techniques,3,978,2023-03-01,2023-03-08,Completed,Milan
EMP_200355,Sales,Key Account Management,4,1207,2024-04-16,2024-04-25,Completed,Milan
EMP_200355,Sales,Negotiation Techniques,3,1015,2025-06-29,,InProgress,Milan
EMP_200356,Sales,Sales Leadership,4,1289,2018-06-30,2018-07-06,Completed,Milan
EMP_200356,Sales,Negotiation Techniques,3,976,2019-12-16,2019-12-22,Completed,Milan
EMP_200357,Sales,CRM Salesforce,2,699,2015-10-23,2015-10-26,Completed,Milan
EMP_200357,Sales,Negotiation Techniques,3,854,2016-04-16,,Cancelled,Milan
EMP_200357,Sales,Negotiation Techniques,3,822,2018-07-28,2018-08-03,Completed,Milan
EMP_200357,Sales,CRM Salesforce,2,779,2019-12-17,2019-12-20,Completed,Milan
EMP_200357,Sales,Negotiation Techniques,3,833,2021-04-21,,Cancelled,Milan
EMP_200357,Sales,Negotiation Techniques,3,893,2022-12-24,2022-12-29,Completed,Milan
EMP_200357,Sales,Digital Marketing,3,754,2023-08-30,,InProgress,Milan
EMP_200357,Sales,Digital Marketing,3,948,2024-02-06,2024-02-14,Completed,Milan
EMP_200357,Sales,Digital Marketing,3,785,2025-04-05,2025-04-10,Completed,Milan
EMP_200358,Sales,Digital Marketing,3,758,2017-04-26,2017-04-30,Completed,Milan
EMP_200358,Sales,CRM Salesforce,2,713,2019-10-09,2019-10-14,Completed,Milan
EMP_200359,Sales,Sales Leadership,4,1141,2017-05-24,2017-05-31,Completed,Milan
EMP_200360,Sales,Sales Leadership,4,1273,2018-07-11,2018-07-16,Completed,Milan
EMP_200360,Sales,Digital Marketing,3,856,2019-11-23,2019-11-28,Completed,Milan
EMP_200360,Sales,Sales Leadership,4,1051,2023-02-28,2023-03-06,Completed,Milan
EMP_200361,Sales,CRM Salesforce,2,812,2017-04-29,,InProgress,Milan
EMP_200361,Sales,Sales Leadership,4,1242,2019-06-07,2019-06-12,Completed,Milan
EMP_200362,Sales,CRM Salesforce,2,688,2017-04-05,2017-04-07,Completed,Milan
EMP_200362,Sales,CRM Salesforce,2,648,2018-10-21,2018-10-27,Completed,Milan
EMP_200362,Sales,CRM Salesforce,2,855,2019-05-28,2019-05-30,Completed,Milan
EMP_200362,Sales,Negotiation Techniques,3,802,2022-07-02,2022-07-09,Completed,Milan
EMP_200362,Sales,Key Account Management,4,974,2023-03-10,2023-03-19,Completed,Milan
EMP_200362,Sales,Key Account Management,4,935,2024-08-03,2024-08-11,Completed,Milan
EMP_200362,Sales,Sales Leadership,4,1095,2025-02-25,,Cancelled,Milan
EMP_200363,Sales,Negotiation Techniques,3,974,2015-01-25,,Cancelled,Milan
EMP_200364,Sales,Sales Leadership,4,1215,2017-01-10,2017-01-17,Completed,Milan
EMP_200365,Sales,Negotiation Techniques,3,788,2015-03-02,,Cancelled,Milan
EMP_200365,Sales,CRM Salesforce,2,686,2016-03-12,2016-03-17,Completed,Milan
EMP_200365,Sales,CRM Salesforce,2,772,2017-04-17,2017-04-22,Completed,Milan
EMP_200365,Sales,Digital Marketing,3,857,2023-09-09,2023-09-17,Completed,Milan
EMP_200366,Sales,Sales Leadership,4,1204,2015-05-26,2015-06-03,Completed,Milan
EMP_200366,Sales,Key Account Management,4,1175,2016-01-18,2016-01-24,Completed,Milan
EMP_200366,Sales,CRM Salesforce,2,857,2020-03-09,,Cancelled,Milan
EMP_200368,Sales,Key Account Management,4,1194,2015-12-29,2016-01-07,Completed,Milan
EMP_200368,Sales,Sales Leadership,4,1309,2017-11-01,2017-11-08,Completed,Milan
EMP_200368,Sales,CRM Salesforce,2,803,2019-01-05,2019-01-10,Completed,Milan
EMP_200369,Sales,Sales Leadership,4,1169,2016-03-09,2016-03-17,Completed,Milan
EMP_200369,Sales,CRM Salesforce,2,808,2017-02-21,,InProgress,Milan
EMP_200369,Sales,Sales Leadership,4,1184,2018-06-21,2018-06-29,Completed,Milan
EMP_200369,Sales,Sales Leadership,4,1078,2019-02-21,2019-02-25,Completed,Milan
EMP_200369,Sales,Negotiation Techniques,3,765,2022-09-10,2022-09-18,Completed,Milan
EMP_200371,Sales,CRM Salesforce,2,652,2018-08-11,2018-08-14,Completed,Milan
EMP_200371,Sales,Sales Leadership,4,1292,2019-06-06,,Cancelled,Milan
EMP_200374,Sales,Key Account Management,4,1005,2025-10-26,2025-10-31,Completed,Milan
EMP_200375,Sales,Key Account Management,4,979,2018-12-16,2018-12-20,Completed,Milan
EMP_200375,Sales,Sales Leadership,4,1250,2019-10-28,,Cancelled,Milan
EMP_200375,Sales,Digital Marketing,3,781,2022-07-16,2022-07-23,Completed,Milan
EMP_200376,Sales,Sales Leadership,4,1346,2015-11-04,2015-11-09,Completed,Milan
EMP_200377,Sales,Negotiation Techniques,3,932,2016-09-19,,InProgress,Milan
EMP_200377,Sales,Negotiation Techniques,3,786,2017-03-02,2017-03-05,Completed,Milan
EMP_200378,Sales,Negotiation Techniques,3,947,2015-09-28,2015-10-02,Completed,Milan
EMP_200378,Sales,CRM Salesforce,2,819,2016-01-20,,InProgress,Milan
EMP_200378,Sales,CRM Salesforce,2,774,2017-11-15,2017-11-17,Completed,Milan
EMP_200378,Sales,Digital Marketing,3,900,2019-05-14,2019-05-21,Completed,Milan
EMP_200378,Sales,Digital Marketing,3,785,2022-09-04,2022-09-10,Completed,Milan
EMP_200378,Sales,CRM Salesforce,2,689,2023-11-02,2023-11-09,Completed,Milan
EMP_200378,Sales,Negotiation Techniques,3,1007,2025-08-17,2025-08-21,Completed,Milan
EMP_200379,Sales,Sales Leadership,4,1166,2015-06-15,2015-06-19,Completed,Milan
EMP_200379,Sales,Digital Marketing,3,793,2016-02-22,2016-02-26,Completed,Milan
EMP_200379,Sales,Key Account Management,4,1124,2017-01-06,2017-01-11,Completed,Milan
EMP_200379,Sales,Key Account Management,4,1129,2019-12-04,2019-12-09,Completed,Milan
EMP_200380,Sales,Negotiation Techniques,3,795,2015-03-24,2015-03-28,Completed,Milan
EMP_200380,Sales,Negotiation Techniques,3,801,2016-08-20,2016-08-27,Completed,Milan
EMP_200380,Sales,CRM Salesforce,2,816,2017-03-09,,Cancelled,Milan
EMP_200381,Sales,Digital Marketing,3,970,2015-04-21,2015-04-27,Completed,Milan
EMP_200382,Sales,Key Account Management,4,1015,2016-07-31,2016-08-09,Completed,Milan
EMP_200382,Sales,Sales Leadership,4,1177,2017-05-31,2017-06-05,Completed,Milan
EMP_200382,Sales,Key Account Management,4,980,2021-06-29,2021-07-07,Completed,Milan
EMP_200382,Sales,Digital Marketing,3,944,2022-05-07,2022-05-14,Completed,Milan
EMP_200382,Sales,CRM Salesforce,2,650,2023-11-19,2023-11-26,Completed,Milan
EMP_200382,Sales,Digital Marketing,3,880,2025-06-23,2025-06-27,Completed,Milan
EMP_200383,Sales,Key Account Management,4,1043,2016-02-29,2016-03-09,Completed,Milan
EMP_200383,Sales,Negotiation Techniques,3,1022,2017-06-21,,Cancelled,Milan
EMP_200384,Sales,Digital Marketing,3,795,2015-08-05,,Cancelled,Milan
EMP_200384,Sales,CRM Salesforce,2,648,2016-01-20,,InProgress,Milan
EMP_200385,Sales,CRM Salesforce,2,734,2017-12-31,2018-01-07,Completed,Milan
EMP_200386,Sales,Negotiation Techniques,3,807,2016-02-24,,Cancelled,Milan
EMP_200387,Sales,Digital Marketing,3,877,2015-05-24,2015-05-27,Completed,Milan
EMP_200387,Sales,CRM Salesforce,2,644,2021-08-11,2021-08-17,Completed,Milan
EMP_200388,Sales,CRM Salesforce,2,746,2017-08-13,2017-08-20,Completed,Milan
EMP_200388,Sales,Sales Leadership,4,1182,2018-11-27,,Cancelled,Milan
EMP_200388,Sales,Negotiation Techniques,3,904,2019-04-21,2019-04-28,Completed,Milan
EMP_200388,Sales,CRM Salesforce,2,703,2020-01-31,,InProgress,Milan
EMP_200389,Sales,Digital Marketing,3,899,2018-07-22,2018-07-29,Completed,Milan
EMP_200390,Sales,Key Account Management,4,967,2016-07-25,,InProgress,Milan
EMP_200390,Sales,Sales Leadership,4,1152,2018-03-14,2018-03-20,Completed,Milan
EMP_200390,Sales,Negotiation Techniques,3,999,2019-04-07,,InProgress,Milan
EMP_200391,Sales,Sales Leadership,4,1067,2018-04-18,2018-04-22,Completed,Milan
EMP_200391,Sales,CRM Salesforce,2,682,2019-08-22,,InProgress,Milan
EMP_200393,Sales,Digital Marketing,3,778,2017-09-09,2017-09-15,Completed,Milan
EMP_200393,Sales,CRM Salesforce,2,751,2019-10-16,2019-10-22,Completed,Milan
EMP_200393,Sales,Key Account Management,4,1150,2021-09-19,,InProgress,Milan
EMP_200393,Sales,Key Account Management,4,1228,2022-10-07,2022-10-16,Completed,Milan
EMP_200394,Sales,Negotiation Techniques,3,975,2015-08-18,2015-08-22,Completed,Milan
EMP_200395,Sales,Digital Marketing,3,796,2015-02-21,2015-02-25,Completed,Milan
EMP_200395,Sales,Sales Leadership,4,1232,2016-05-05,2016-05-10,Completed,Milan
EMP_200395,Sales,CRM Salesforce,2,673,2017-07-27,2017-08-01,Completed,Milan
EMP_200395,Sales,CRM Salesforce,2,833,2021-12-22,2021-12-27,Completed,Milan
EMP_200396,Sales,Key Account Management,4,1256,2015-05-21,2015-05-26,Completed,Milan
EMP_200396,Sales,Sales Leadership,4,1145,2017-11-12,2017-11-16,Completed,Milan
EMP_200396,Sales,CRM Salesforce,2,826,2018-01-17,2018-01-21,Completed,Milan
EMP_200396,Sales,Negotiation Techniques,3,836,2019-07-24,2019-07-27,Completed,Milan
EMP_200396,Sales,CRM Salesforce,2,641,2024-04-09,2024-04-11,Completed,Milan
EMP_200396,Sales,Key Account Management,4,962,2025-01-04,2025-01-10,Completed,Milan
EMP_200397,Sales,Sales Leadership,4,1127,2015-01-19,,Cancelled,Milan
EMP_200397,Sales,Digital Marketing,3,923,2017-07-03,2017-07-11,Completed,Milan
EMP_200397,Sales,Sales Leadership,4,1174,2018-11-27,2018-12-06,Completed,Milan
EMP_200397,Sales,CRM Salesforce,2,665,2019-08-05,2019-08-11,Completed,Milan
EMP_200397,Sales,Negotiation Techniques,3,924,2021-04-24,,InProgress,Milan
EMP_200398,Sales,Key Account Management,4,1155,2016-06-06,2016-06-10,Completed,Milan
EMP_200398,Sales,Key Account Management,4,995,2017-06-12,2017-06-18,Completed,Milan
EMP_200399,Sales,Sales Leadership,4,1069,2016-07-12,,Cancelled,Milan
EMP_200400,Sales,Sales Leadership,4,1027,2021-01-21,,Cancelled,Milan
EMP_200400,Sales,Key Account Management,4,1085,2024-10-31,2024-11-05,Completed,Milan
EMP_200401,Sales,Key Account Management,4,1240,2015-05-12,2015-05-19,Completed,Milan
EMP_200401,Sales,Negotiation Techniques,3,951,2017-08-23,2017-08-29,Completed,Milan
EMP_200401,Sales,Sales Leadership,4,1151,2019-04-23,2019-04-27,Completed,Milan
EMP_200401,Sales,CRM Salesforce,2,829,2025-03-26,2025-03-30,Completed,Milan
EMP_200402,Sales,Sales Leadership,4,1155,2015-04-07,2015-04-13,Completed,Milan
EMP_200402,Sales,Digital Marketing,3,805,2016-10-28,2016-11-01,Completed,Milan
EMP_200402,Sales,Key Account Management,4,1051,2019-08-14,2019-08-21,Completed,Milan
EMP_200402,Sales,CRM Salesforce,2,641,2021-06-24,2021-06-29,Completed,Milan
EMP_200402,Sales,Negotiation Techniques,3,942,2024-05-01,2024-05-06,Completed,Milan
EMP_200403,Sales,Sales Leadership,4,1065,2015-07-15,2015-07-19,Completed,Milan
EMP_200403,Sales,Negotiation Techniques,3,811,2018-11-20,2018-11-25,Completed,Milan
EMP_200403,Sales,Sales Leadership,4,1032,2021-08-07,2021-08-15,Completed,Milan
EMP_200403,Sales,CRM Salesforce,2,688,2023-10-24,2023-10-30,Completed,Milan
EMP_200403,Sales,CRM Salesforce,2,640,2025-01-23,2025-01-29,Completed,Milan
